foodUp,foodDown,foodLeft,foodRight,ghostUp,ghostDown,ghostLeft,ghostRight,wallUp,wallDown,wallLeft,wallRight,lastAction,labelNextAction
-100,-100,13,18,-100,-100,8.0,10.0,True,True,False,False,3,3
-100,-100,16,20,-100,-100,8.0,10.0,True,True,False,False,3,3
23,-100,18,-100,8.0,-100,8.0,-100,False,True,False,True,3,0
22,20,-100,-100,6.0,8.0,-100,-100,False,False,True,True,0,0
22,23,-100,-100,6.0,6.0,-100,-100,False,False,True,True,0,0
20,22,-100,-100,8.0,6.0,-100,-100,False,False,True,True,0,0
-100,22,18,-100,-100,8.0,8.0,-100,True,False,False,True,0,2
-100,-100,16,20,-100,-100,6.0,8.0,True,True,False,False,2,2
-100,-100,14,18,-100,-100,4.0,6.0,True,True,False,False,2,2
-100,15,13,16,-100,2.0,4.0,4.0,True,False,False,False,2,1
14,17,14,-100,2.0,0.0,2.0,-100,False,True,False,True,1,0
-100,15,13,16,-100,0.0,2.0,2.0,True,True,False,False,0,2
-100,14,13,14,-100,0.0,2.0,2.0,True,True,False,False,2,3
-100,15,13,16,-100,2.0,0.0,2.0,True,False,True,False,3,1
14,17,14,-100,0.0,2.0,2.0,-100,True,False,False,True,1,1
15,14,-100,2,0.0,2.0,-100,2.0,True,False,True,False,1,1
17,13,-100,-100,0.0,2.0,-100,-100,True,False,True,True,1,1
14,-100,12,16,0.0,-100,2.0,2.0,True,True,False,False,1,2
-100,-100,10,13,-100,-100,2.0,0.0,True,True,False,True,2,2
11,-100,9,12,2.0,-100,2.0,0.0,False,True,False,True,2,2
-100,-100,9,10,-100,-100,2.0,0.0,True,True,False,True,2,2
-100,-100,8,9,-100,-100,2.0,0.0,True,True,False,True,2,2
-100,-100,7,9,-100,-100,2.0,0.0,True,True,False,True,2,2
-100,-100,5,8,-100,-100,2.0,0.0,True,True,False,True,2,2
-100,-100,3,7,-100,-100,2.0,0.0,True,True,False,True,2,2
-100,-100,1,5,-100,-100,2.0,0.0,True,True,False,True,2,2
0,-100,2,3,2.0,-100,2.0,0.0,False,True,False,True,2,0
-100,-100,2,1,-100,-100,4,6,True,True,False,False,0,3
-100,-100,2,1,-100,-100,4.0,6.0,True,True,False,False,3,3
-100,-100,3,1,-100,-100,4.0,6.0,True,True,False,False,3,3
-100,-100,3,1,-100,-100,4.0,6.0,True,True,False,False,3,3
1,-100,2,1,4.0,-100,4.0,6.0,False,True,False,False,3,3
-100,-100,1,1,-100,-100,4.0,6.0,True,True,False,False,3,3
1,-100,2,1,4.0,-100,4.0,6.0,False,True,False,False,3,0
1,1,-100,-100,2.0,4.0,-100,-100,False,False,True,True,0,0
1,2,-100,2,2.0,4.0,-100,4.0,False,False,True,False,0,0
1,2,1,-100,2.0,2.0,0.0,-100,False,False,True,True,0,0
-100,2,1,1,-100,0.0,2.0,2.0,True,True,False,False,0,2
-100,2,1,1,-100,2.0,2.0,0.0,True,False,False,True,2,1
2,-100,1,2,0.0,-100,2.0,2.0,True,True,False,False,1,2
2,1,-100,2,2.0,2.0,-100,0.0,False,False,True,True,2,1
1,3,2,-100,2.0,4.0,4.0,-100,False,False,False,True,1,2
-100,-100,2,1,-100,-100,4.0,2.0,True,True,False,False,2,2
-100,-100,2,3,-100,-100,6.0,4.0,True,True,False,False,2,2
3,-100,2,4,8.0,-100,8.0,6.0,False,True,False,False,2,2
3,-100,2,3,8.0,-100,8.0,6.0,False,True,False,False,2,2
-100,-100,2,3,-100,-100,8.0,6.0,True,True,False,False,2,2
-100,-100,1,3,-100,-100,8.0,6.0,True,True,False,False,2,2
1,2,-100,3,8.0,6.0,-100,6.0,False,False,True,False,2,0
2,1,1,-100,8.0,6.0,8.0,-100,False,False,False,True,0,2
1,-100,1,1,8.0,-100,8.0,6.0,False,True,False,False,2,2
1,1,-100,1,8.0,6.0,-100,6.0,False,False,True,False,2,1
1,2,2,-100,6.0,4.0,6.0,-100,False,False,False,True,1,1
2,1,-100,-100,4.0,2.0,-100,-100,False,False,True,True,1,1
3,-100,2,1,2.0,-100,2.0,0.0,False,True,False,True,1,2
-100,-100,2,1,-100,-100,2.0,0.0,True,True,False,True,2,2
-100,-100,1,3,-100,-100,2.0,0.0,True,True,False,True,2,2
1,-100,-100,4,2.0,-100,-100,0.0,False,True,True,True,2,0
1,3,-100,-100,2.0,0.0,-100,-100,False,True,True,True,0,0
1,3,-100,-100,2.0,0.0,-100,-100,False,True,True,True,0,0
2,3,-100,-100,2.0,0.0,-100,-100,False,True,True,True,0,0
-100,3,-100,1,-100,0.0,-100,2.0,True,True,True,False,0,3
-100,-100,4,1,-100,-100,0.0,2.0,True,True,True,False,3,3
-100,-100,3,1,-100,-100,0.0,2.0,True,True,True,False,3,3
-100,2,3,1,-100,2.0,0.0,2.0,True,False,True,False,3,3
-100,2,3,3,-100,2.0,0.0,2.0,True,False,True,False,3,3
-100,2,4,-100,-100,2.0,2.0,-100,True,False,False,True,3,2
-100,4,5,3,-100,0.0,2.0,2.0,True,True,False,False,2,2
-100,5,7,4,-100,2.0,2.0,0.0,True,False,False,True,2,1
5,4,-100,4,0.0,2.0,-100,2.0,True,False,True,False,1,1
5,3,2,-100,0.0,2.0,2.0,-100,True,False,False,True,1,1
4,1,-100,-100,2.0,4.0,-100,-100,False,False,True,True,1,0
5,3,2,-100,2.0,4.0,4.0,-100,False,False,False,True,0,0
5,4,-100,4,2.0,4.0,-100,2.0,False,False,True,False,0,3
4,-100,5,2,2.0,-100,2.0,0.0,False,True,False,True,3,0
-100,4,5,3,-100,0.0,2.0,2.0,True,True,False,False,0,2
-100,5,7,4,-100,2.0,2.0,0.0,True,False,False,True,2,1
5,4,-100,4,0.0,2.0,-100,2.0,True,False,True,False,1,3
4,-100,5,2,2.0,-100,0.0,2.0,False,True,True,False,3,0
-100,4,5,3,-100,0.0,2.0,2.0,True,True,False,False,0,2
-100,5,7,4,-100,2.0,2.0,0.0,True,False,False,True,2,1
5,4,-100,4,0.0,2.0,-100,2.0,True,False,True,False,1,1
5,3,2,-100,0.0,2.0,2.0,-100,True,False,False,True,1,1
4,1,-100,-100,0.0,2.0,-100,-100,True,False,True,True,1,1
3,-100,3,1,0.0,-100,2.0,2.0,True,True,False,False,1,3
-100,-100,3,1,-100,-100,0.0,2.0,True,True,True,False,3,3
3,-100,2,1,2.0,-100,0.0,2.0,False,True,True,False,3,3
-100,-100,1,5,-100,-100,0.0,2.0,True,True,True,False,3,3
-100,-100,3,7,-100,-100,0.0,2.0,True,True,True,False,3,3
-100,-100,5,6,-100,-100,0.0,2.0,True,True,True,False,3,3
-100,-100,7,4,-100,-100,0.0,2.0,True,True,True,False,3,3
-100,-100,6,2,-100,-100,0.0,2.0,True,True,True,False,3,3
-100,-100,4,1,-100,-100,0.0,2.0,True,True,True,False,3,3
3,-100,2,3,2.0,-100,0.0,2.0,False,True,True,False,3,0
2,4,-100,-100,2.0,0.0,-100,-100,False,True,True,True,0,0
1,3,3,-100,2.0,0.0,2.0,-100,False,True,False,True,0,0
4,2,-100,2,2.0,0.0,-100,2.0,False,True,True,False,0,0
-100,5,-100,3,-100,0.0,-100,2.0,True,True,True,False,0,3
-100,3,4,1,-100,2.0,0.0,2.0,True,False,True,False,3,1
3,-100,5,2,0.0,-100,2.0,2.0,True,True,False,False,1,3
1,3,3,-100,2.0,2.0,0.0,-100,False,False,True,True,3,0
-100,2,3,1,-100,0.0,2.0,2.0,True,True,False,False,0,3
-100,-100,3,1,-100,-100,0.0,2.0,True,True,True,False,3,3
-100,-100,3,1,-100,-100,0.0,2.0,True,True,True,False,3,3
-100,2,3,-100,-100,2.0,0.0,-100,True,False,True,True,3,1
3,2,-100,-100,0.0,2.0,-100,-100,True,False,True,True,1,1
4,2,-100,-100,0.0,2.0,-100,-100,True,False,True,True,1,1
4,2,-100,-100,0.0,2.0,-100,-100,True,False,True,True,1,1
4,-100,2,-100,0.0,-100,2.0,-100,True,True,False,True,1,2
-100,-100,16,4,-100,-100,2.0,0.0,True,True,False,True,2,2
-100,-100,13,18,-100,-100,2.0,0.0,True,True,False,True,2,2
14,-100,12,16,2.0,-100,2.0,0.0,False,True,False,True,2,2
-100,-100,10,13,-100,-100,2.0,0.0,True,True,False,True,2,2
11,-100,9,12,2.0,-100,2.0,0.0,False,True,False,True,2,0
10,10,-100,-100,2.0,0.0,-100,-100,False,True,True,True,0,0
11,11,9,-100,2.0,0.0,2.0,-100,False,True,False,True,0,0
13,10,-100,14,2.0,0.0,-100,2.0,False,True,True,False,0,0
-100,11,-100,13,-100,2.0,-100,4.0,True,False,True,False,0,3
-100,14,13,14,-100,4.0,4.0,6.0,True,False,False,False,3,2
-100,11,-100,13,-100,4.0,-100,6.0,True,False,True,False,2,1
13,10,-100,14,4.0,4.0,-100,4.0,False,False,True,False,1,3
13,-100,11,15,6.0,-100,4.0,6.0,False,True,False,False,3,3
14,17,14,-100,6.0,8.0,6.0,-100,False,False,False,True,3,1
15,14,-100,2,6.0,8.0,-100,8.0,False,False,True,False,1,1
17,13,-100,-100,6.0,8.0,-100,-100,False,False,True,True,1,1
14,-100,12,16,8.0,-100,8.0,10.0,False,True,False,False,1,3
-100,-100,13,18,-100,-100,8.0,10.0,True,True,False,False,3,3
-100,-100,16,20,-100,-100,8.0,10.0,True,True,False,False,3,3
23,-100,18,-100,8.0,-100,8.0,-100,False,True,False,True,3,0
22,20,-100,-100,6.0,8.0,-100,-100,False,False,True,True,0,0
22,23,-100,-100,6.0,6.0,-100,-100,False,False,True,True,0,0
20,22,-100,-100,8.0,6.0,-100,-100,False,False,True,True,0,0
-100,22,18,-100,-100,8.0,8.0,-100,True,False,False,True,0,2
-100,-100,16,20,-100,-100,6.0,8.0,True,True,False,False,2,2
-100,-100,14,18,-100,-100,4.0,6.0,True,True,False,False,2,2
-100,15,13,16,-100,2.0,4.0,4.0,True,False,False,False,2,1
14,17,14,-100,2.0,0.0,2.0,-100,False,True,False,True,1,0
-100,15,13,16,-100,0.0,2.0,2.0,True,True,False,False,0,2
-100,14,13,14,-100,0.0,2.0,2.0,True,True,False,False,2,3
-100,15,13,16,-100,2.0,0.0,2.0,True,False,True,False,3,1
14,17,14,-100,0.0,2.0,2.0,-100,True,False,False,True,1,1
15,14,-100,2,0.0,2.0,-100,2.0,True,False,True,False,1,1
17,13,-100,-100,0.0,2.0,-100,-100,True,False,True,True,1,1
14,-100,12,16,0.0,-100,2.0,2.0,True,True,False,False,1,2
-100,-100,10,13,-100,-100,2.0,0.0,True,True,False,True,2,2
11,-100,9,12,2.0,-100,2.0,0.0,False,True,False,True,2,2
-100,-100,9,10,-100,-100,2.0,0.0,True,True,False,True,2,2
-100,-100,8,9,-100,-100,2.0,0.0,True,True,False,True,2,2
-100,-100,7,9,-100,-100,2.0,0.0,True,True,False,True,2,2
-100,-100,5,8,-100,-100,2.0,0.0,True,True,False,True,2,2
-100,-100,3,7,-100,-100,2.0,0.0,True,True,False,True,2,2
-100,-100,1,5,-100,-100,2.0,0.0,True,True,False,True,2,2
0,-100,2,3,2.0,-100,2.0,0.0,False,True,False,True,2,0
-100,-100,2,1,-100,-100,4,6,True,True,False,False,0,3
-100,-100,2,1,-100,-100,4.0,6.0,True,True,False,False,3,3
-100,-100,3,1,-100,-100,4.0,6.0,True,True,False,False,3,3
-100,-100,3,1,-100,-100,4.0,6.0,True,True,False,False,3,3
1,-100,2,1,4.0,-100,4.0,6.0,False,True,False,False,3,0
1,1,-100,-100,2.0,4.0,-100,-100,False,False,True,True,0,0
1,2,2,-100,2.0,2.0,0.0,-100,False,False,True,True,0,0
2,2,-100,1,2.0,0.0,-100,2.0,False,True,True,False,0,0
-100,2,-100,1,-100,0.0,-100,2.0,True,True,True,False,0,3
-100,1,3,1,-100,2.0,0.0,2.0,True,False,True,False,3,1
1,-100,3,1,0.0,-100,2.0,2.0,True,True,False,False,1,3
1,1,2,-100,0.0,2.0,2.0,-100,True,False,False,True,3,1
1,2,-100,2,0.0,2.0,-100,2.0,True,False,True,False,1,1
2,1,-100,-100,0.0,2.0,-100,-100,True,False,True,True,1,1
3,-100,3,1,2.0,-100,4.0,2.0,False,True,False,False,1,3
-100,-100,2,1,-100,-100,2.0,4.0,True,True,False,False,3,3
-100,-100,3,1,-100,-100,2.0,4.0,True,True,False,False,3,3
1,-100,3,-100,4.0,-100,2.0,-100,False,True,False,True,3,0
1,3,-100,-100,4.0,2.0,-100,-100,False,False,True,True,0,0
1,3,-100,-100,4.0,2.0,-100,-100,False,False,True,True,0,0
2,3,-100,-100,4.0,2.0,-100,-100,False,False,True,True,0,0
-100,3,2,-100,-100,2.0,4.0,-100,True,False,False,True,0,2
-100,-100,2,4,-100,-100,4.0,2.0,True,True,False,False,2,2
-100,-100,6,4,-100,-100,4.0,2.0,True,True,False,False,2,2
-100,5,5,8,-100,4.0,4.0,2.0,True,False,False,False,2,2
-100,4,4,6,-100,4.0,4.0,2.0,True,False,False,False,2,1
5,-100,3,5,2.0,-100,4.0,2.0,False,True,False,False,1,3
6,4,4,-100,0.0,2.0,2.0,-100,True,False,False,True,3,1
5,3,-100,2,0.0,2.0,-100,2.0,True,False,True,False,1,1
4,2,-100,-100,0.0,2.0,-100,-100,True,False,True,True,1,1
3,-100,6,4,0.0,-100,2.0,2.0,True,True,False,False,1,2
-100,-100,4,6,-100,-100,2.0,0.0,True,True,False,True,2,2
3,-100,5,6,2.0,-100,2.0,0.0,False,True,False,True,2,0
2,4,-100,-100,2.0,0.0,-100,-100,False,True,True,True,0,0
3,3,2,-100,2.0,0.0,2.0,-100,False,True,False,True,0,2
-100,-100,2,3,-100,-100,2.0,0.0,True,True,False,True,2,2
-100,-100,2,3,-100,-100,2.0,0.0,True,True,False,True,2,2
3,-100,2,4,2.0,-100,2.0,0.0,False,True,False,True,2,2
3,-100,2,3,2.0,-100,2.0,0.0,False,True,False,True,2,2
-100,-100,2,3,-100,-100,2.0,0.0,True,True,False,True,2,2
-100,-100,1,3,-100,-100,2.0,0.0,True,True,False,True,2,2
1,2,-100,3,2.0,2.0,-100,0.0,False,False,True,True,2,0
2,1,1,-100,2.0,0.0,2.0,-100,False,True,False,True,0,0
-100,2,1,-100,-100,0.0,2.0,-100,True,True,False,True,0,2
-100,2,1,3,-100,0.0,2.0,2.0,True,True,False,False,2,2
-100,1,2,1,-100,0.0,2.0,2.0,True,True,False,False,2,2
-100,-100,2,1,-100,-100,2.0,0.0,True,True,False,True,2,2
-100,-100,1,2,-100,-100,2.0,0.0,True,True,False,True,2,2
-100,2,-100,4,-100,2.0,-100,0.0,True,False,True,True,2,1
3,2,-100,-100,0.0,2.0,-100,-100,True,False,True,True,1,1
4,2,-100,-100,0.0,2.0,-100,-100,True,False,True,True,1,1
4,2,-100,-100,0.0,2.0,-100,-100,True,False,True,True,1,1
4,-100,-100,1,0.0,-100,-100,2.0,True,True,True,False,1,3
-100,-100,4,1,-100,-100,0.0,2.0,True,True,True,False,3,3
-100,-100,3,1,-100,-100,0.0,2.0,True,True,True,False,3,3
1,-100,2,1,2.0,-100,0.0,2.0,False,True,True,False,3,3
-100,-100,1,1,-100,-100,0.0,2.0,True,True,True,False,3,3
3,-100,2,1,2.0,-100,0.0,2.0,False,True,True,False,3,3
-100,-100,1,5,-100,-100,0.0,2.0,True,True,True,False,3,3
-100,-100,3,7,-100,-100,0.0,2.0,True,True,True,False,3,3
-100,-100,5,8,-100,-100,0.0,2.0,True,True,True,False,3,3
-100,-100,7,9,-100,-100,0.0,2.0,True,True,True,False,3,3
-100,-100,8,9,-100,-100,0.0,2.0,True,True,True,False,3,3
-100,-100,9,10,-100,-100,0.0,2.0,True,True,True,False,3,3
11,-100,9,12,2.0,-100,0.0,2.0,False,True,True,False,3,0
10,10,-100,-100,2.0,0.0,-100,-100,False,True,True,True,0,0
11,11,9,-100,2.0,0.0,2.0,-100,False,True,False,True,0,0
13,10,-100,14,2.0,0.0,-100,2.0,False,True,True,False,0,0
-100,11,-100,13,-100,0.0,-100,2.0,True,True,True,False,0,3
-100,14,13,14,-100,0.0,2.0,2.0,True,True,False,False,3,3
-100,15,13,16,-100,0.0,2.0,2.0,True,True,False,False,3,2
-100,14,13,14,-100,2.0,2.0,0.0,True,False,False,True,2,1
13,-100,11,15,0.0,-100,2.0,2.0,True,True,False,False,1,2
13,10,-100,14,0.0,2.0,-100,2.0,True,False,True,False,2,1
11,11,9,-100,0.0,2.0,2.0,-100,True,False,False,True,1,2
-100,-100,8,10,-100,-100,2.0,0.0,True,True,False,True,2,2
-100,-100,7,9,-100,-100,2.0,0.0,True,True,False,True,2,2
8,-100,6,8,2.0,-100,2.0,0.0,False,True,False,True,2,0
9,7,7,-100,2.0,0.0,2.0,-100,False,True,False,True,0,2
7,6,-100,8,2.0,2.0,-100,0.0,False,False,True,True,2,0
-100,7,2,9,-100,0.0,2.0,2.0,True,True,False,False,0,2
-100,-100,-100,7,-100,-100,-100,0.0,True,True,True,True,2,4
-100,-100,2,1,-100,-100,4,6,True,True,False,False,4,3
-100,-100,2,1,-100,-100,4.0,6.0,True,True,False,False,3,3
-100,-100,3,1,-100,-100,4.0,6.0,True,True,False,False,3,3
-100,-100,3,1,-100,-100,4.0,6.0,True,True,False,False,3,3
1,-100,2,1,6.0,-100,6.0,8.0,False,True,False,False,3,3
-100,-100,1,1,-100,-100,6.0,8.0,True,True,False,False,3,3
1,-100,2,1,6.0,-100,6.0,8.0,False,True,False,False,3,3
-100,-100,1,1,-100,-100,6.0,8.0,True,True,False,False,3,3
-100,-100,3,1,-100,-100,6.0,8.0,True,True,False,False,3,3
1,-100,3,-100,6.0,-100,6.0,-100,False,True,False,True,3,0
1,3,-100,-100,6.0,6.0,-100,-100,False,False,True,True,0,0
1,3,-100,-100,8.0,6.0,-100,-100,False,False,True,True,0,0
2,3,-100,-100,8.0,6.0,-100,-100,False,False,True,True,0,0
-100,3,2,-100,-100,6.0,6.0,-100,True,False,False,True,0,2
-100,-100,2,4,-100,-100,4.0,6.0,True,True,False,False,2,2
-100,-100,1,4,-100,-100,2.0,4.0,True,True,False,False,2,2
-100,1,1,3,-100,0.0,2.0,2.0,True,True,False,False,2,2
-100,1,1,1,-100,2.0,2.0,0.0,True,False,False,True,2,1
2,-100,1,1,0.0,-100,2.0,2.0,True,True,False,False,1,2
2,1,-100,1,0.0,2.0,-100,2.0,True,False,True,False,2,1
1,3,2,-100,0.0,2.0,2.0,-100,True,False,False,True,1,2
-100,-100,2,1,-100,-100,2.0,0.0,True,True,False,True,2,2
-100,-100,2,3,-100,-100,2.0,0.0,True,True,False,True,2,2
3,-100,2,4,2.0,-100,2.0,0.0,False,True,False,True,2,2
3,-100,2,3,2.0,-100,2.0,0.0,False,True,False,True,2,2
-100,-100,2,3,-100,-100,2.0,0.0,True,True,False,True,2,2
-100,-100,1,3,-100,-100,2.0,0.0,True,True,False,True,2,2
1,2,-100,3,2.0,2.0,-100,0.0,False,False,True,True,2,0
2,1,1,-100,2.0,0.0,2.0,-100,False,True,False,True,0,0
-100,2,1,-100,-100,0.0,2.0,-100,True,True,False,True,0,2
-100,2,1,3,-100,0.0,2.0,2.0,True,True,False,False,2,2
-100,1,2,1,-100,2.0,2.0,0.0,True,False,False,True,2,1
2,1,-100,3,0.0,2.0,-100,2.0,True,False,True,False,1,1
2,2,2,-100,2.0,4.0,2.0,-100,False,False,False,True,1,1
2,1,-100,-100,4.0,6.0,-100,-100,False,False,True,True,1,1
3,-100,2,1,6.0,-100,6.0,8.0,False,True,False,False,1,3
-100,-100,2,1,-100,-100,6.0,8.0,True,True,False,False,3,3
3,-100,2,1,6.0,-100,6.0,8.0,False,True,False,False,3,3
-100,-100,1,5,-100,-100,6.0,8.0,True,True,False,False,3,3
-100,-100,3,7,-100,-100,6.0,8.0,True,True,False,False,3,2
-100,-100,1,5,-100,-100,4.0,6.0,True,True,False,False,2,2
4,-100,2,3,4.0,-100,2.0,4.0,False,True,False,False,2,0
2,4,-100,-100,4.0,2.0,-100,-100,False,False,True,True,0,0
2,4,-100,5,4.0,2.0,-100,4.0,False,False,True,False,0,0
3,2,4,-100,4.0,2.0,4.0,-100,False,False,False,True,0,2
3,-100,2,5,4.0,-100,4.0,2.0,False,True,False,False,2,3
4,6,4,-100,2.0,0.0,2.0,-100,False,True,False,True,3,0
-100,5,3,-100,-100,2.0,4.0,-100,True,False,False,True,0,2
-100,4,2,4,-100,4.0,6.0,4.0,True,False,False,False,2,2
-100,2,2,3,-100,6.0,8.0,6.0,True,False,False,False,2,2
